Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
uninstall_communist_gov_cb;Restore Ancien Régime;;;;;;;;;;;;;
uninstall_communist_gov_cb_short;Restore Ancien Régime;;;;;;;;;;;;;
uninstall_communist_gov_cb_desc;Restore Ancien Régime to the Revolutionary state;;;;;;;;;;;;;
uninstall_communist_gov_cb_setup;Restore Ancien Régime;;;;;;;;;;;;;
greek_plan_cb;Realise the Greek Plan;;;;;;;;;;;;;
greek_plan_cb_short;Realise the Greek Plan;;;;;;;;;;;;;
greek_plan_cb_setup;Realise the Greek Plan;;;;;;;;;;;;;
restore_anglo_dutch_union;Restore Orangist Rule;;;;;;;;;;;;;
restore_anglo_dutch_union_short;Restore Orangist Rule;;;;;;;;;;;;;
restore_anglo_dutch_union_desc;Restore the Union Between Britain and Netherlands;;;;;;;;;;;;;
restore_anglo_dutch_union_setup;Restore the Union Between Britain and Netherlands;;;;;;;;;;;;;
great_war_penalty_cb_setup;Full Military Cost Compensation;;;;;;;;;;;;;
dethrone_peter;Dethrone Tsar Peter;;;;;;;;;;;;;
dethrone_peter_short;Dethrone The Russian Tsar;;;;;;;;;;;;;
dethrone_peter_desc;Dethrone The Russian Tsar Peter I and replace him with a pretender;;;;;;;;;;;;;
dethrone_peter_setup;Dethrone The Russian Tsar Peter I and replace him with a pretender;;;;;;;;;;;;;
unify_habsburg_monarchy;Unify The Habsburg Monarchy;;;;;;;;;;;;;
unify_habsburg_monarchy_short;Unify Habsburg States;;;;;;;;;;;;;
unify_habsburg_monarchy_desc;Unify the countries of Austria and Spain into a single Habsburg Monarchy;;;;;;;;;;;;;
unify_habsburg_monarchy_setup;Unify the countries of Austria and Spain into a single Habsburg Monarchy;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME_NET_ENL;The War of Orangist Restoration;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME_NET_ENL;The War of Orangist Restoration;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME_NET_GBR;The War of Orangist Restoration;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME_NET_GBR;The War of Orangist Restoration;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME_SWE_RUS;Great Northern War;;;;;;;;;;;;;
NORMAL_UNIFICATION_HUMILIATE_NAME_SWE_RUS;Great Northern War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_GBR_USA;The American Revolutionary War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GBR_USA;The American Revolutionary War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_GBJ_USA;The American Revolutionary War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GBJ_USA;The American Revolutionary War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_ENG_USA;The American Revolutionary War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_USA;The American Revolutionary War;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_ENL_USA;The American Revolutionary War;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENL_USA;The American Revolutionary War;;;;;;;;;;;;;
total_war_conquest;Total War of Conquest;;;;;;;;;;;
total_war_conquest_short;The time has come to wipe the very idea of $RECIPIENT$ from the annals of history;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
total_war_conquest_desc;Annex the entirety of an enemy country's colony for 32.5 infamy.;;;;;;;;;;;
total_war_conquest_setup;The peoples of $RECIPIENT$$ stand in the way of a better world.;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_AUS_SIE;Rakoczi's War of Independence;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_AUS_SIE;Rakoczi's War of Independence;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TOR_SWE;$ORDER$Northern War;;;;;;;;;;;;;
